Strategy,Symbol,Trades,Wins,Losses,WinRate,TotalPnL%,AvgPnL%,MaxDD%,Sharpe,Best%,Worst%
TrendFollowingStrategy,LINKUSDT,11,5,6,0.4545,0.1560,0.0182,2.3809,0.0193,1.0000,-0.8000
TrendFollowingStrategy,LINKUSDT,11,5,6,0.4545,0.1560,0.0182,2.3809,0.0193,1.0000,-0.8000
TrendFollowingStrategy,LINKUSDT,11,5,6,0.4545,0.1560,0.0182,2.3809,0.0193,1.0000,-0.8000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,0.1229,0.0230,2.3809,0.0203,1.6000,-0.8000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,0.1229,0.0230,2.3809,0.0203,1.6000,-0.8000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,0.1229,0.0230,2.3809,0.0203,1.6000,-0.8000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.0036,0.0000,0.6000,0.0000,0.6000,-0.6000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.0036,0.0000,0.6000,0.0000,0.6000,-0.6000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.0036,0.0000,0.6000,0.0000,0.6000,-0.6000
MeanReversionStrategy,ETHUSDT,4,2,2,0.5000,-0.0072,0.0000,1.1964,0.0000,0.6000,-0.6000
MeanReversionStrategy,ETHUSDT,4,2,2,0.5000,-0.0072,0.0000,1.1964,0.0000,0.6000,-0.6000
MeanReversionStrategy,ETHUSDT,4,2,2,0.5000,-0.0072,0.0000,1.1964,0.0000,0.6000,-0.6000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-0.0072,0.0000,0.6036,0.0000,0.6000,-0.6000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-0.0072,0.0000,0.6036,0.0000,0.6000,-0.6000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-0.0072,0.0000,0.6036,0.0000,0.6000,-0.6000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-0.0144,0.0000,1.2000,0.0000,0.6000,-0.6000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-0.0144,0.0000,1.2000,0.0000,0.6000,-0.6000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-0.0144,0.0000,1.2000,0.0000,0.6000,-0.6000
TrendFollowingStrategy,SOLUSDT,8,3,5,0.3750,-0.0239,0.0000,1.4023,0.0000,1.0000,-0.6000
TrendFollowingStrategy,SOLUSDT,8,3,5,0.3750,-0.0239,0.0000,1.4023,0.0000,1.0000,-0.6000
TrendFollowingStrategy,SOLUSDT,8,3,5,0.3750,-0.0239,0.0000,1.4023,0.0000,1.0000,-0.6000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-0.0382,0.0000,3.1618,0.0000,1.6000,-0.8000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-0.0382,0.0000,3.1618,0.0000,1.6000,-0.8000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-0.0382,0.0000,3.1618,0.0000,1.6000,-0.8000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.1110,-0.0500,1.1000,-0.0337,1.0000,-1.1000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.1110,-0.0500,1.1000,-0.0337,1.0000,-1.1000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.1110,-0.0500,1.1000,-0.0337,1.0000,-1.1000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.2048,-0.1000,0.8000,-0.1010,0.6000,-0.8000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.2048,-0.1000,0.8000,-0.1010,0.6000,-0.8000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.2048,-0.1000,0.8000,-0.1010,0.6000,-0.8000
MeanReversionStrategy,AVAXUSDT,4,1,3,0.2500,-0.2178,-0.0500,1.1964,-0.0455,1.6000,-0.6000
MeanReversionStrategy,AVAXUSDT,4,1,3,0.2500,-0.2178,-0.0500,1.1964,-0.0455,1.6000,-0.6000
MeanReversionStrategy,AVAXUSDT,4,1,3,0.2500,-0.2178,-0.0500,1.1964,-0.0455,1.6000,-0.6000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-0.2219,-0.0500,1.2098,-0.0412,1.0000,-1.1000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-0.2219,-0.0500,1.2098,-0.0412,1.0000,-1.1000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-0.2219,-0.0500,1.2098,-0.0412,1.0000,-1.1000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-0.2275,-0.0286,3.1618,-0.0297,1.0000,-0.8000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-0.2275,-0.0286,3.1618,-0.0297,1.0000,-0.8000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-0.2275,-0.0286,3.1618,-0.0297,1.0000,-0.8000
TrendFollowingStrategy,BTCUSDT,8,3,5,0.3750,-0.2721,-0.0287,2.3995,-0.0258,1.6000,-0.8000
TrendFollowingStrategy,BTCUSDT,8,5,3,0.6250,-0.3267,-0.0375,2.1879,-0.0426,0.6000,-1.1000
TrendFollowingStrategy,BTCUSDT,8,5,3,0.6250,-0.3267,-0.0375,2.1879,-0.0426,0.6000,-1.1000
MeanReversionStrategy,SOLUSDT,6,3,3,0.5000,-0.3326,-0.0500,3.2638,-0.0435,1.0000,-1.1000
MeanReversionStrategy,SOLUSDT,6,3,3,0.5000,-0.3326,-0.0500,3.2638,-0.0435,1.0000,-1.1000
MeanReversionStrategy,SOLUSDT,6,3,3,0.5000,-0.3326,-0.0500,3.2638,-0.0435,1.0000,-1.1000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-0.4092,-0.1000,1.0032,-0.1237,0.6000,-0.8000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-0.4092,-0.1000,1.0032,-0.1237,0.6000,-0.8000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-0.4092,-0.1000,1.0032,-0.1237,0.6000,-0.8000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-0.4163,-0.0667,2.3785,-0.0807,1.0000,-0.6000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-0.4163,-0.0667,2.3785,-0.0807,1.0000,-0.6000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-0.4163,-0.0667,2.3785,-0.0807,1.0000,-0.6000
TrendFollowingStrategy,AVAXUSDT,11,6,5,0.5455,-0.4259,-0.0364,3.1618,-0.0497,0.6000,-0.8000
TrendFollowingStrategy,AVAXUSDT,11,6,5,0.5455,-0.4259,-0.0364,3.1618,-0.0497,0.6000,-0.8000
TrendFollowingStrategy,AVAXUSDT,11,6,5,0.5455,-0.4259,-0.0364,3.1618,-0.0497,0.6000,-0.8000
TrendFollowingStrategy,LINKUSDT,11,6,5,0.5455,-0.4259,-0.0364,2.3809,-0.0497,0.6000,-0.8000
TrendFollowingStrategy,LINKUSDT,11,6,5,0.5455,-0.4259,-0.0364,2.3809,-0.0497,0.6000,-0.8000
TrendFollowingStrategy,LINKUSDT,11,6,5,0.5455,-0.4259,-0.0364,2.3809,-0.0497,0.6000,-0.8000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-0.4433,-0.0500,2.2965,-0.0445,1.0000,-1.1000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-0.4433,-0.0500,2.2965,-0.0445,1.0000,-1.1000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-0.4433,-0.0500,2.2965,-0.0445,1.0000,-1.1000
MeanReversionStrategy,BTCUSDT,7,4,3,0.5714,-0.4530,-0.0627,1.7951,-0.0887,0.6000,-0.8000
MeanReversionStrategy,BTCUSDT,7,4,3,0.5714,-0.4530,-0.0627,1.7951,-0.0887,0.6000,-0.8000
MeanReversionStrategy,BTCUSDT,7,4,3,0.5714,-0.4530,-0.0627,1.7951,-0.0887,0.6000,-0.8000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.5066,-0.2500,1.1000,-0.2080,0.6000,-1.1000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.5066,-0.2500,1.1000,-0.2080,0.6000,-1.1000
MeanReversionStrategy,XRPUSDT,2,1,1,0.5000,-0.5066,-0.2500,1.1000,-0.2080,0.6000,-1.1000
TrendFollowingStrategy,MATICUSDT,7,3,4,0.4286,-0.6107,-0.0857,1.2035,-0.1336,0.6000,-0.6000
TrendFollowingStrategy,MATICUSDT,7,3,4,0.4286,-0.6107,-0.0857,1.2035,-0.1336,0.6000,-0.6000
TrendFollowingStrategy,MATICUSDT,7,3,4,0.4286,-0.6107,-0.0857,1.2035,-0.1336,0.6000,-0.6000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-0.6107,-0.0857,2.3785,-0.1336,0.6000,-0.6000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-0.6107,-0.0857,2.3785,-0.1336,0.6000,-0.6000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-0.6107,-0.0857,2.3785,-0.1336,0.6000,-0.6000
TrendFollowingStrategy,DOGEUSDT,13,7,6,0.5385,-0.6299,-0.0462,2.7803,-0.0635,0.6000,-0.8000
TrendFollowingStrategy,DOGEUSDT,13,7,6,0.5385,-0.6299,-0.0462,2.7803,-0.0635,0.6000,-0.8000
TrendFollowingStrategy,DOGEUSDT,13,7,6,0.5385,-0.6299,-0.0462,2.7803,-0.0635,0.6000,-0.8000
BollingerRSIStrategy,SOLUSDT,30,19,11,0.6333,-0.7979,-0.0233,3.7539,-0.0280,0.6000,-1.1000
BollingerRSIStrategy,SOLUSDT,30,19,11,0.6333,-0.7979,-0.0233,3.7539,-0.0280,0.6000,-1.1000
BollingerRSIStrategy,SOLUSDT,30,19,11,0.6333,-0.7979,-0.0233,3.7539,-0.0280,0.6000,-1.1000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-0.8167,-0.1000,1.7951,-0.1336,0.6000,-0.8000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-0.8167,-0.1000,1.7951,-0.1336,0.6000,-0.8000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-0.8167,-0.1000,1.7951,-0.1336,0.6000,-0.8000
MeanReversionStrategy,LINKUSDT,4,1,3,0.2500,-0.8189,-0.2000,1.5936,-0.1667,1.6000,-0.8000
MeanReversionStrategy,LINKUSDT,4,1,3,0.2500,-0.8189,-0.2000,1.5936,-0.1667,1.6000,-0.8000
MeanReversionStrategy,LINKUSDT,4,1,3,0.2500,-0.8189,-0.2000,1.5936,-0.1667,1.6000,-0.8000
TrendFollowingStrategy,MATICUSDT,7,2,5,0.2857,-0.8379,-0.1143,3.1618,-0.0976,1.6000,-0.8000
TrendFollowingStrategy,MATICUSDT,7,2,5,0.2857,-0.8379,-0.1143,3.1618,-0.0976,1.6000,-0.8000
TrendFollowingStrategy,MATICUSDT,7,2,5,0.2857,-0.8379,-0.1143,3.1618,-0.0976,1.6000,-0.8000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-1.0106,-0.2500,1.6010,-0.2547,0.6000,-1.1000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-1.0106,-0.2500,1.6010,-0.2547,0.6000,-1.1000
MeanReversionStrategy,LINKUSDT,4,2,2,0.5000,-1.0106,-0.2500,1.6010,-0.2547,0.6000,-1.1000
TrendFollowingStrategy,MATICUSDT,7,2,5,0.2857,-1.0138,-0.1429,2.3785,-0.1830,1.0000,-0.6000
TrendFollowingStrategy,MATICUSDT,7,2,5,0.2857,-1.0138,-0.1429,2.3785,-0.1830,1.0000,-0.6000
TrendFollowingStrategy,MATICUSDT,7,2,5,0.2857,-1.0138,-0.1429,2.3785,-0.1830,1.0000,-0.6000
TrendFollowingStrategy,SOLUSDT,8,3,5,0.3750,-1.0257,-0.1250,2.1934,-0.1342,1.0000,-0.8000
TrendFollowingStrategy,SOLUSDT,8,3,5,0.3750,-1.0257,-0.1250,2.1934,-0.1342,1.0000,-0.8000
TrendFollowingStrategy,SOLUSDT,8,3,5,0.3750,-1.0257,-0.1250,2.1934,-0.1342,1.0000,-0.8000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-1.0443,-0.1484,2.3785,-0.2550,0.6000,-0.6000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-1.0443,-0.1484,2.3785,-0.2550,0.6000,-0.6000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-1.0443,-0.1484,2.3785,-0.2550,0.6000,-0.6000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-1.0562,-0.1484,2.3809,-0.1727,1.0000,-0.8000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-1.0562,-0.1484,2.3809,-0.1727,1.0000,-0.8000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-1.0562,-0.1484,2.3809,-0.1727,1.0000,-0.8000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-1.0828,-0.1484,3.2638,-0.1159,1.6000,-1.1000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-1.0828,-0.1484,3.2638,-0.1159,1.6000,-1.1000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-1.0828,-0.1484,3.2638,-0.1159,1.6000,-1.1000
MeanReversionStrategy,XRPUSDT,2,0,2,0.0000,-1.1964,-0.6000,1.1964,0.0000,-0.6000,-0.6000
MeanReversionStrategy,XRPUSDT,2,0,2,0.0000,-1.1964,-0.6000,1.1964,0.0000,-0.6000,-0.6000
MeanReversionStrategy,XRPUSDT,2,0,2,0.0000,-1.1964,-0.6000,1.1964,0.0000,-0.6000,-0.6000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-1.2035,-0.2000,2.3785,-0.3227,0.6000,-0.6000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-1.2035,-0.2000,2.3785,-0.3227,0.6000,-0.6000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-1.2035,-0.2000,2.3785,-0.3227,0.6000,-0.6000
MeanReversionStrategy,DOGEUSDT,6,2,4,0.3333,-1.2035,-0.2000,1.2035,-0.3227,0.6000,-0.6000
MeanReversionStrategy,DOGEUSDT,6,2,4,0.3333,-1.2035,-0.2000,1.2035,-0.3227,0.6000,-0.6000
MeanReversionStrategy,DOGEUSDT,6,2,4,0.3333,-1.2035,-0.2000,1.2035,-0.3227,0.6000,-0.6000
TrendFollowingStrategy,BTCUSDT,8,3,5,0.3750,-1.2071,-0.1500,2.3820,-0.2415,0.6000,-0.6000
TrendFollowingStrategy,BTCUSDT,8,3,5,0.3750,-1.2071,-0.1500,2.3820,-0.2415,0.6000,-0.6000
TrendFollowingStrategy,BTCUSDT,8,3,5,0.3750,-1.2071,-0.1500,2.3820,-0.2415,0.6000,-0.6000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-1.2154,-0.2000,3.1618,-0.2152,1.0000,-0.8000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-1.2154,-0.2000,3.1618,-0.2152,1.0000,-0.8000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-1.2154,-0.2000,3.1618,-0.2152,1.0000,-0.8000
MeanReversionStrategy,BTCUSDT,7,2,5,0.2857,-1.2528,-0.1770,2.9642,-0.2124,1.6000,-0.6000
MeanReversionStrategy,BTCUSDT,7,2,5,0.2857,-1.2528,-0.1770,2.9642,-0.2124,1.6000,-0.6000
MeanReversionStrategy,BTCUSDT,7,2,5,0.2857,-1.2528,-0.1770,2.9642,-0.2124,1.6000,-0.6000
MeanReversionStrategy,BTCUSDT,7,4,3,0.5714,-1.3534,-0.1913,2.6834,-0.2214,0.6000,-1.1000
MeanReversionStrategy,BTCUSDT,7,4,3,0.5714,-1.3534,-0.1913,2.6834,-0.2214,0.6000,-1.1000
MeanReversionStrategy,BTCUSDT,7,4,3,0.5714,-1.3534,-0.1913,2.6834,-0.2214,0.6000,-1.1000
MeanReversionStrategy,LINKUSDT,4,1,3,0.2500,-1.4047,-0.3500,1.5936,-0.3889,1.0000,-0.8000
MeanReversionStrategy,LINKUSDT,4,1,3,0.2500,-1.4047,-0.3500,1.5936,-0.3889,1.0000,-0.8000
MeanReversionStrategy,LINKUSDT,4,1,3,0.2500,-1.4047,-0.3500,1.5936,-0.3889,1.0000,-0.8000
TrendFollowingStrategy,MATICUSDT,7,3,4,0.4286,-1.4082,-0.2000,1.9963,-0.2673,0.6000,-0.8000
TrendFollowingStrategy,MATICUSDT,7,3,4,0.4286,-1.4082,-0.2000,1.9963,-0.2673,0.6000,-0.8000
TrendFollowingStrategy,MATICUSDT,7,3,4,0.4286,-1.4082,-0.2000,1.9963,-0.2673,0.6000,-0.8000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-1.4082,-0.2000,3.1618,-0.2673,0.6000,-0.8000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-1.4082,-0.2000,3.1618,-0.2673,0.6000,-0.8000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-1.4082,-0.2000,3.1618,-0.2673,0.6000,-0.8000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-1.4116,-0.2333,2.3785,-0.2598,1.6000,-0.6000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-1.4116,-0.2333,2.3785,-0.2598,1.6000,-0.6000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-1.4116,-0.2333,2.3785,-0.2598,1.6000,-0.6000
TrendFollowingStrategy,MATICUSDT,7,3,4,0.4286,-1.4290,-0.2000,3.3712,-0.1782,1.0000,-1.1000
TrendFollowingStrategy,MATICUSDT,7,3,4,0.4286,-1.4290,-0.2000,3.3712,-0.1782,1.0000,-1.1000
TrendFollowingStrategy,MATICUSDT,7,3,4,0.4286,-1.4290,-0.2000,3.3712,-0.1782,1.0000,-1.1000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-1.4290,-0.2000,4.3279,-0.1782,1.0000,-1.1000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-1.4290,-0.2000,4.3279,-0.1782,1.0000,-1.1000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-1.4290,-0.2000,4.3279,-0.1782,1.0000,-1.1000
MeanReversionStrategy,SOLUSDT,6,3,3,0.5000,-1.5121,-0.2500,3.2638,-0.2685,0.6000,-1.1000
MeanReversionStrategy,SOLUSDT,6,3,3,0.5000,-1.5121,-0.2500,3.2638,-0.2685,0.6000,-1.1000
MeanReversionStrategy,SOLUSDT,6,3,3,0.5000,-1.5121,-0.2500,3.2638,-0.2685,0.6000,-1.1000
BollingerRSIStrategy,SOLUSDT,28,14,14,0.5000,-1.5428,-0.0500,4.4341,-0.0468,1.0000,-1.1000
BollingerRSIStrategy,SOLUSDT,28,14,14,0.5000,-1.5428,-0.0500,4.4341,-0.0468,1.0000,-1.1000
BollingerRSIStrategy,SOLUSDT,28,14,14,0.5000,-1.5428,-0.0500,4.4341,-0.0468,1.0000,-1.1000
TrendFollowingStrategy,DOGEUSDT,13,6,7,0.4615,-1.7568,-0.1308,4.5402,-0.1200,1.0000,-1.1000
TrendFollowingStrategy,DOGEUSDT,13,6,7,0.4615,-1.7568,-0.1308,4.5402,-0.1200,1.0000,-1.1000
TrendFollowingStrategy,DOGEUSDT,13,6,7,0.4615,-1.7568,-0.1308,4.5402,-0.1200,1.0000,-1.1000
MeanReversionStrategy,BTCUSDT,7,2,5,0.2857,-1.8359,-0.2627,2.9642,-0.4204,1.0000,-0.6000
MeanReversionStrategy,BTCUSDT,7,2,5,0.2857,-1.8359,-0.2627,2.9642,-0.4204,1.0000,-0.6000
MeanReversionStrategy,BTCUSDT,7,2,5,0.2857,-1.8359,-0.2627,2.9642,-0.4204,1.0000,-0.6000
TrendFollowingStrategy,AVAXUSDT,11,6,5,0.5455,-1.9225,-0.1727,4.3279,-0.1946,0.6000,-1.1000
TrendFollowingStrategy,AVAXUSDT,11,6,5,0.5455,-1.9225,-0.1727,4.3279,-0.1946,0.6000,-1.1000
TrendFollowingStrategy,AVAXUSDT,11,6,5,0.5455,-1.9225,-0.1727,4.3279,-0.1946,0.6000,-1.1000
TrendFollowingStrategy,LINKUSDT,11,6,5,0.5455,-1.9225,-0.1727,3.2638,-0.1946,0.6000,-1.1000
TrendFollowingStrategy,LINKUSDT,11,6,5,0.5455,-1.9225,-0.1727,3.2638,-0.1946,0.6000,-1.1000
TrendFollowingStrategy,LINKUSDT,11,6,5,0.5455,-1.9225,-0.1727,3.2638,-0.1946,0.6000,-1.1000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-1.9939,-0.3333,2.3785,-0.5103,1.0000,-0.6000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-1.9939,-0.3333,2.3785,-0.5103,1.0000,-0.6000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-1.9939,-0.3333,2.3785,-0.5103,1.0000,-0.6000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-1.9963,-0.3333,3.1618,-0.4611,0.6000,-0.8000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-1.9963,-0.3333,3.1618,-0.4611,0.6000,-0.8000
MeanReversionStrategy,SOLUSDT,6,2,4,0.3333,-1.9963,-0.3333,3.1618,-0.4611,0.6000,-0.8000
MeanReversionStrategy,DOGEUSDT,6,2,4,0.3333,-1.9963,-0.3333,1.9963,-0.4611,0.6000,-0.8000
MeanReversionStrategy,DOGEUSDT,6,2,4,0.3333,-1.9963,-0.3333,1.9963,-0.4611,0.6000,-0.8000
MeanReversionStrategy,DOGEUSDT,6,2,4,0.3333,-1.9963,-0.3333,1.9963,-0.4611,0.6000,-0.8000
TrendFollowingStrategy,MATICUSDT,7,2,5,0.2857,-2.0056,-0.2857,3.1618,-0.3253,1.0000,-0.8000
TrendFollowingStrategy,MATICUSDT,7,2,5,0.2857,-2.0056,-0.2857,3.1618,-0.3253,1.0000,-0.8000
TrendFollowingStrategy,MATICUSDT,7,2,5,0.2857,-2.0056,-0.2857,3.1618,-0.3253,1.0000,-0.8000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-2.0111,-0.2500,2.6834,-0.2751,0.6000,-1.1000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-2.0111,-0.2500,2.6834,-0.2751,0.6000,-1.1000
TrendFollowingStrategy,SOLUSDT,8,4,4,0.5000,-2.0111,-0.2500,2.6834,-0.2751,0.6000,-1.1000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-2.2477,-0.3198,3.3712,-0.3159,1.0000,-1.1000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-2.2477,-0.3198,3.3712,-0.3159,1.0000,-1.1000
MeanReversionStrategy,BTCUSDT,7,3,4,0.4286,-2.2477,-0.3198,3.3712,-0.3159,1.0000,-1.1000
TrendFollowingStrategy,BTCUSDT,7,2,5,0.2857,-2.3283,-0.3286,3.8664,-0.2494,1.6000,-1.1000
TrendFollowingStrategy,BTCUSDT,7,2,5,0.2857,-2.3283,-0.3286,3.8664,-0.2494,1.6000,-1.1000
MeanReversionStrategy,LINKUSDT,4,0,4,0.0000,-2.3785,-0.6000,2.3785,0.0000,-0.6000,-0.6000
MeanReversionStrategy,LINKUSDT,4,0,4,0.0000,-2.3785,-0.6000,2.3785,0.0000,-0.6000,-0.6000
MeanReversionStrategy,LINKUSDT,4,0,4,0.0000,-2.3785,-0.6000,2.3785,0.0000,-0.6000,-0.6000
MeanReversionStrategy,LINKUSDT,4,0,4,0.0000,-2.3785,-0.6000,2.3785,0.0000,-0.6000,-0.6000
MeanReversionStrategy,LINKUSDT,4,0,4,0.0000,-2.3785,-0.6000,2.3785,0.0000,-0.6000,-0.6000
MeanReversionStrategy,LINKUSDT,4,0,4,0.0000,-2.3785,-0.6000,2.3785,0.0000,-0.6000,-0.6000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-2.3995,-0.4000,3.1618,-0.4082,1.6000,-0.8000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-2.3995,-0.4000,3.1618,-0.4082,1.6000,-0.8000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-2.3995,-0.4000,3.1618,-0.4082,1.6000,-0.8000
TrendFollowingStrategy,DOGEUSDT,13,7,6,0.5385,-2.4194,-0.1846,4.2415,-0.2093,0.6000,-1.1000
TrendFollowingStrategy,DOGEUSDT,13,7,6,0.5385,-2.4194,-0.1846,4.2415,-0.2093,0.6000,-1.1000
TrendFollowingStrategy,DOGEUSDT,13,7,6,0.5385,-2.4194,-0.1846,4.2415,-0.2093,0.6000,-1.1000
BollingerRSIStrategy,SOLUSDT,34,15,19,0.4412,-2.4312,-0.0706,3.5534,-0.1167,0.6000,-0.6000
BollingerRSIStrategy,SOLUSDT,34,15,19,0.4412,-2.4312,-0.0706,3.5534,-0.1167,0.6000,-0.6000
BollingerRSIStrategy,SOLUSDT,34,15,19,0.4412,-2.4312,-0.0706,3.5534,-0.1167,0.6000,-0.6000
BollingerRSIStrategy,SOLUSDT,30,12,18,0.4000,-2.4861,-0.0800,3.7521,-0.0892,1.0000,-0.8000
BollingerRSIStrategy,SOLUSDT,30,12,18,0.4000,-2.4861,-0.0800,3.7521,-0.0892,1.0000,-0.8000
BollingerRSIStrategy,SOLUSDT,30,12,18,0.4000,-2.4861,-0.0800,3.7521,-0.0892,1.0000,-0.8000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-2.5955,-0.3714,4.3279,-0.4088,0.6000,-1.1000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-2.5955,-0.3714,4.3279,-0.4088,0.6000,-1.1000
MeanReversionStrategy,MATICUSDT,7,3,4,0.4286,-2.5955,-0.3714,4.3279,-0.4088,0.6000,-1.1000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-2.9759,-0.5000,3.1618,-0.6804,1.0000,-0.8000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-2.9759,-0.5000,3.1618,-0.6804,1.0000,-0.8000
MeanReversionStrategy,DOGEUSDT,6,1,5,0.1667,-2.9759,-0.5000,3.1618,-0.6804,1.0000,-0.8000
TrendFollowingStrategy,BTCUSDT,8,1,7,0.1250,-3.1664,-0.4000,3.1664,-0.7071,1.0000,-0.6000
TrendFollowingStrategy,BTCUSDT,8,1,7,0.1250,-3.1664,-0.4000,3.1664,-0.7071,1.0000,-0.6000
TrendFollowingStrategy,BTCUSDT,8,1,7,0.1250,-3.1664,-0.4000,3.1664,-0.7071,1.0000,-0.6000
MeanReversionStrategy,DOGEUSDT,6,2,4,0.3333,-3.1764,-0.5333,3.1764,-0.6075,0.6000,-1.1000
MeanReversionStrategy,DOGEUSDT,6,2,4,0.3333,-3.1764,-0.5333,3.1764,-0.6075,0.6000,-1.1000
MeanReversionStrategy,DOGEUSDT,6,2,4,0.3333,-3.1764,-0.5333,3.1764,-0.6075,0.6000,-1.1000
TrendFollowingStrategy,BTCUSDT,7,1,6,0.1429,-3.1803,-0.4571,3.1803,-0.5040,1.6000,-0.8000
TrendFollowingStrategy,BTCUSDT,7,1,6,0.1429,-3.1803,-0.4571,3.1803,-0.5040,1.6000,-0.8000
BollingerRSIStrategy,BTCUSDT,30,11,19,0.3667,-3.4927,-0.1100,6.1047,-0.0831,1.6000,-1.1000
BollingerRSIStrategy,BTCUSDT,30,11,19,0.3667,-3.4927,-0.1100,6.1047,-0.0831,1.6000,-1.1000
